sku,name,unit,current_stock,reorder_threshold,supplier_name,lead_time_days,category,notes,unit_price
BB-4168,Milk Chocolate- Smooth & Creamy,unit,551.0,168.0,Britannia Regional Hub,7,Snacks & Branded Foods,"Savour the mesmerising combination of creamy milk blended with rich cocoa that is sure to delight your sweet tooth. Milk Chocolate is all about regaling in the creaminess of the classic chocolate bar. This rich, smooth chocolate bar gives you joy in every bite and is ideal for enjoying with your loved ones, or to give it as a gift.",88.0
BB-4172,Chips - Onion Rings,unit,779.0,234.0,SweetSource Regional,7,Snacks & Branded Foods,Made with Topica powder,40.0
BB-4222,Gelcrystal,unit,586.0,133.0,EcoClean India,7,Cleaning & Household,"WC Net Gel intensely perfumes, cleans thoroughly and sanitizes your toilet. Thanks to its innovative anti-odour formula, it eliminates bad odours and odour-causing bacteria resulting in long-lasting protection & freshness.",175.0
BB-4262,Thai Ginger,unit,375.0,186.0,GreenHarvest Produce,7,Fruits & Vegetables,"Thai ginger, also known as Galangal, has an orange-brown coloured skin with a pale yellow or white interior and pinkish portions. 
Galangal tastes more like pepper than ginger and has a sharp blend of black pepper and pine like aroma.",38.0
BB-4276,Mushrooms - Button,unit,1030.0,401.0,GreenHarvest Produce,7,Fruits & Vegetables,"Buttom mushrooms are very small sized mushrooms with smooth round caps and short stems. They have a mild flavour with a good texture that becomes more fragrant and meaty when cooked. Do not forget to check out our delicious recipe-_x000D__x000D_
https://www.SIRA.com/cookbook/recipes/2061/stuffed-mushrooms/",44.55
BB-4282,Vitamin Bars - Fresh Orange,bar,143.0,44.0,FlavorFusion Foods,7,Gourmet & World Food,"At Flat Tummies, we believe that losing your tummy can be yummy. Our products are tastefully designed to replace junk with the healthiest alternatives. This Vitamin bar is made to meet the exact nutrition of 4.5mg of Vitamin C to a consumer as recommended per serving by nutritionists. The source of Vitamin is only from fresh orange fruit that is squeezed and mixed with millets to leave you with a smile and asking for more. 100% natural with no preservative, sugar-free, gluten free, dairy free and with low calorie, this orange delight is diabetic friendly and suitable for all age groups. The right combination of low GI sweeteners such as dates, raisins and coconut sugar ensures a fulfilling experience without spiking the sugar levels. The exact Vitamin from natural orange fruit offers great immunity to your body to move on with your daily routine, fight germs without having to worry about weight gain or any side effects.This product is for the consumer who’s hustling around his day to day life, however, needs daily nutrition to feel good and feel complete. Sourced directly from farmers and made in India, at Flat Tummies we believe that Nutrition can be deliciously natural. So, join our mission to build a Nutritious India and get the right immunity with the right nutrition. Stay Happy! Stay Flat Tummied!",290.0
BB-4284,Organic Flour - Rice,unit,151.0,33.0,OilTrade AP,7,"Foodgrains, Oil & Masala","Rice is one of the major grains and is the main source of energy for Indians. Rice flour, also called rice powder, is flour made from rice. Rice flour is inexpensive and easily available. Rice like any other cereal flour provides a fair amount of protein, phosphorous, iron and in small amounts B vitamins. Organic Rice is cleaned, ground and 24 Mantra Organic Rice flour is made which is ready and safe for your use! It is gluten-free.",50.0
BB-429,Capsicum - Diced,unit,1601.0,623.0,FruitKing South,7,Fruits & Vegetables,"Leaving a pungent taste on the tongue, capsicums are used as a culinary spice. We deliver capsicums fresh and diced, making your preparations less messy and much quicker because we value your time.",21.0
BB-4302,Fish With Shredded Coconut & Malabar Tamarind,bar,366.0,115.0,SweetSource Regional,7,Snacks & Branded Foods,"Ingredients  Tuna, Grated coconut, Green chilli, Shallots, Coconut Oil, Water, Tamarind, Salt, Ginger, Turmeric powder, Curry leaves",135.0
BB-4303,Tussnil Syrup,unit,491.0,83.0,DermaCare Solutions,7,Beauty & Hygiene,"Tussnil Syrup is an ayurvedic proprietary medicine for cough, Bronchitis, and allergy. The unique formulation is clinically proven to provide quick relief against acute cough, throat irritations and allergic symptoms. It facilitates easy expectoration by reducing inflammation of the respiratory tract. Free from alcohol and narcotics, it does not cause drowsiness and avoids drug dependence.",110.0
BB-4307,Mix - Badam Milk,unit,49.0,58.0,Hydration Hub,1,Beverages,Bambino Badam Milk Mix is enrich with saffron and almond flakes,105.0
BB-4309,Hibiscus Cosmo,unit,117.0,37.0,Chef's Basket Supplies,7,Gourmet & World Food,"Distinctive and sweet, ready to drink mocktail. In spite of the best spirits you indulge in, your choice of mixers are simply boring and limited to either a Tetra juice or a Carbonated Soft drink._x000D_
& Stirred is a simple, no-fuss mix balanced to perfection like any professional bartender’s concoction that offers consistent and great tasting cocktails anytime, every time. Relish the taste of thirst-quenching Hibiscus Cosmo mocktail from &Stirred. _x000D_
Whether it’s a party with friends or a usual weekend at home, this mix can make delicious drinks for all occasions.",80.0
BB-4315,"Kadhai - Induction Bottom, Aluminium",unit,433.0,74.0,KitchenCraft Supplies,7,"Kitchen, Garden & Pets","Namoos products are made of pure grade aluminium that enables faster and even heat distribution. It is suitable for using it on the gas stove and hot plate. With its extra thick durable body, the cookware looks good and cooks even better.",699.0
BB-4317,Tong - Ice Cubes,unit,73.0,86.0,Modern Kitchen Co.,7,"Kitchen, Garden & Pets","It contains 1 pc tong. Made of stainless steel, this tong is dishwasher safe. It has a mat finish and an ergonomic shape. This tong is an impeccable combination of beauty and function with lifetime anti-rust warranty.",195.0
BB-4337,Kuruva Rice,unit,2313.0,493.0,FarmFresh Pulses,7,"Foodgrains, Oil & Masala","Kuruva rice is largely cultivated in Tamil Nadu, Karnataka, Andhra Pradesh and parts of Telangana. It has high carbohydrate, which provides ample energy. It also helps in relieving digestive disorders such as diarrhoea, colitis and dysentery. White rice is also low in fibre and thus is easily digested by our system.",255.0
BB-4345,Hair Wax New - Black,unit,1862.0,317.0,DermaCare Solutions,7,Beauty & Hygiene,"Qraa Hair Wax is enriched with dead sea minerals. It adds volume and texture to your hair. With 12 hours stay, it is the perfect gel wax for those who like to live on the edge. Give Rough Look, Without Roughing it Out.",240.0
BB-4375,Organic - Jowar Flour/Jolada Hittu,unit,2324.0,513.0,Spices of India,7,"Foodgrains, Oil & Masala","Jowar flour is a healthy atta and gluten-free. It has a higher content of protein. It is rich in anti-oxidants, Vitamin E & B complex. Rotis made by jowar flour are soft. In India, it is used to make jowar ki roti in villages as well as urban areas. It is high in magnesium, calcium and calories. It is free of synthetic chemicals and pesticides.",62.0
BB-4379,Bio Myristica Spot Correcting Anti Acne Face Pack,unit,182.0,35.0,PureSkin Essentials,7,Beauty & Hygiene,"Biotique Bio Myristica Face Pack will give you results that you have never experienced before. This spot correcting face pack treats pimples and helps control the bacteria that causes breakouts, redness and other skin irritations. Now say goodbye to bad skin days with this amazing formula!",149.25
BB-4384,Forbidden For Men Eau De Toilette,unit,1576.0,275.0,Aura Personal Care,7,Beauty & Hygiene,"A creation that is not afraid to break the schemes, loves to dare and be unconventional. The facets of this fragrance chase in a transgression and forbidden game, the Bergamot Essence and the Black Pepper Jungle Essence tease us with their energy while the essences of Lavandin, Cardamom and White Woody Accord envelop us with their sobriety and masculinity. Everything enveloped by sensual notes of Musk and Woody Amber, for a man sure of his weapons of seduction.Apply it to the pulse points like on your wrist, behind the ear, near the neck, behind the knee and on your elbows for the fragrance to last long.",2512.5
BB-4402,Papad - Punjabi Masala,unit,3136.0,936.0,Britannia Regional Hub,7,Snacks & Branded Foods,"Iyers Punjabi Masala Papad is a distinctive Indian nibble Dish. They are provided roasted on an open burn, which makes them fluffy and crusty appetizers. These papads are completed from urad dal flour and spiced with savor.",95.0
BB-4438,Purifying Neem Facial Wipes,pack,1048.0,178.0,PureSkin Essentials,7,Beauty & Hygiene,"Himalaya's Purifying Neem Facial Wipes are soft and non-alcoholic with a gentle formulation that mildly cleanses the skin to keep it clean and healthy. Himalaya's Purifying Neem Facial Wipes are soft and non-alcoholic with a gentle formulation that mildly cleanses the skin to keep it clean and healthy. Enriched with the power of Neem and Turmeric that are known for antibacterial properties, the wipes freshen skin and also help conveniently remove make-up.",150.0
BB-4443,Mango Mallika - Organically Grown,unit,138.0,96.0,GreenHarvest Produce,7,Fruits & Vegetables,"The Mango fruit is the National Fruit of India . The Mango is a fleshy stone fruit belonging to the genus Mangifera . Mangoes are rich invitamin A, C, and D. It is also called th King of fruits.  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",83.0
BB-4446,Ginger Lemon Kombucha,unit,3008.0,914.0,Chef's Basket Supplies,7,Gourmet & World Food,"Toyo Kombucha begins as a sweet tea, beautifully brewed before adding the magic i.e., SCOBY, for fermentation. Our booch brewers use organic ingredients to create a low-calorie, guilt-free tasty treat. The result- a cool and crisp sparkling tea, bubbling with anti-oxidants. Toyo Kombucha lifts up your efforts to a healthy lifestyle with a wide range of low and zero sugar kombucha. Every booch manufacturer has his own recipe, but at Toyo, we craft superior flavour not through sugar dumping, but with delicate authentic flavours. This beverage is fairly low in sugar as compared to pop sodas. And to add more to it, it is free from all the chemical preservatives present in your other fizzy drinks, which makes it a bang-on health drink. Our brewers stay true to their stand on say no to artificial flavours and present an exotic range of lip-smacking flavours. Toyo Kombucha believes in taking small steps to a better lifestyle. Toyo serves flavours ranging from ginger lemon to exotic peach to lemon-grass and even mango. Thus, leaving you with a number of options to choose from. It also spices-up the boring monotonous diet of fitness freaks. Apart from their protein shakes, they hardly have any other health drinks to confide in. But, with kombucha in the game, they not only have a guilt-free escape but also a super delicious one.",95.0
BB-445,Cleaning Gloves - BB1508,unit,803.0,172.0,HygieneFirst Supplies,7,Cleaning & Household,"This product is an ideal for Cleaning Utensils, wash a car, take shower for the pet, clean the kitchen, room or floor, remove tableware oil, are very cleansing, rich foam, washing the quick and convenient. Washing kitchen utensils, Palms and fingers covered with thick silicone bristles can quickly wash away oil stain and keeping strong grip, of course, no harm to the kitchen utensils.",299.0
BB-4466,"Loofah/Sponge Scrubber/Body Bath - Dual Side, Hangable, Blue, BH-063",unit,2079.0,353.0,CareWell Distributors,7,Beauty & Hygiene,"This loofah/scrubber is perfect for hard to reach body parts. It is perfect for cleaning back, neck, feet etc. Just hold the loofah from the ends and gently scrub your body. It helps in improving your skin's blood circulation and eliminates the dead skin cells. It is made of cloth fibres that exfoliate the skin, resulting in the smooth and glowing skin.",139.0
BB-448,Ultra Protect Spray,unit,1469.0,252.0,SoftTouch Hygiene,7,Beauty & Hygiene,"Dr Rhazes Ultra Protect Hand Spray instantly kills 99.9% of germs, viruses and bacteria and gives your hands and surfaces non-stop protection for 2 hours, in spite of multiple touches. It contains 70% Ethanol and proprietary anti-microbial compounds that protect you from viruses and bacteria for 2 hours, even if you come in contact with infected surfaces or hands.
It is completely safe on the skin and Surfaces and does not require water. Dr Rhazes Ultra Protect Hand Spray has been designed and developed in Singapore and is Made in India.",340.0
BB-4480,"Pedigree (Chicken, Egg & Rice) 3 kg + Cesar Gourmet Meal (Adult) 70 g 16 Packs",pack,1117.0,193.0,HomeEssentials India,7,"Kitchen, Garden & Pets","Introducing the all-new high protein Pedigree Adult Dog Food variant, Chicken, Egg & Rice for your pooch. Made with high-quality ingredients, Pedigree is a 100% complete and balanced meal for your adult pet dog. It is enriched with the goodness of Egg and also contains Omega 6 and Zinc, which are proven to provide a healthier and shinier coat to dogs. An ideal meal for adult dogs of all breeds and sizes, from Pugs to a Labrador, Pedigree Chicken Egg and Rice contains 22% crude protein, 10% crude fat, and 5% crude fibre.Pedigree assures 5 signs of good health in just 6 weeks. Everything we do at pedigree is for the love of dogs because dogs bring out the good in us & Pedigree Pet food brings out good in them.Delight your dog with the new Cesar wet dog food, an extremely delicious savoury meal with premium Sasami meat for your dog. It is a complementary dog food to be fed with a complete and balanced dog meal such as Pedigree Dry Food. Made with high-quality ingredients, this gourmet dog food is cooked in a way that keeps the natural taste of its ingredients intact. This gourmet dog meal provides your dog with a lot of taste, but with lower fat. Made with steamed Sasami and vegetables in a jelly base, Cesar promises to make mealtime more engaging and fun. It has an irresistible taste and palatability with 9% protein, 5% fibre, 87% moisture, and 35 kcal energy per pack. It is suitable for Pugs, Beagle to Labrador, Golden Retriever and German shepherd. Every dog deserves to be loved and treating them with Cesar is a great way to love them back.",1490.5
BB-4481,Cookies - Oats & Raisin,unit,79.0,36.0,DairyBest Krishna,7,"Bakery, Cakes & Dairy","100% Eggless, Oats nestled with rich Raisins for the most Deliciously, Healthy, Crunchy cookie you have ever had!",40.5
BB-4496,Fenugreek Pickle,unit,307.0,89.0,FineFoods Distributors,7,Gourmet & World Food,The healthy goodness of Fenugreek (Methi) in delicious and homely pickle base is guaranteed to bring back memories of home. All Sakurafresh pickles are made and cured by traditional methods and blended with spices and oil to give you truly authentic homemade taste.,260.0
BB-4498,"Peanut Butter - Creamy, Super",unit,613.0,181.0,Exotic Ingredients Co.,7,Gourmet & World Food,"Happilo Super Crunchy Peanut Butter is made from high-quality peanuts and is very healthy & tasty. This delicious butter is an excellent source of protein and fibre. It is ideal for gym-goers, dieters, and joggers.",209.4
BB-45,S.S.Lovely Gas Lighter-Patent Design Regd.,unit,389.0,60.0,Modern Kitchen Co.,7,"Kitchen, Garden & Pets",A gas lighter is a device which is used to ignite the gas stove. It is used in gas stoves which do not have automatic ignition systems. It uses a physical phenomenon called piezo-electric effect to generate an electric spark which ignites the combustible gas from the stove burner.,109.0
BB-4503,Custard Powder - Vanilla Flavor,unit,626.0,183.0,Britannia Regional Hub,7,Snacks & Branded Foods,"With Brown & Polson vanilla-flavoured custard powder it is easy to prepare custard. This popular Indian dessert which is quite close to English pudding in taste is a free-flowing liquid which can be refrigerated and served chilled. This custard powder can also act as a base for several custard-based puddings that are common in Europe. Used as a thickener, it provides a smooth creamy texture to your puddings.",125.0
BB-4507,Mayonnaise - Chilli,unit,2323.0,685.0,SweetSource Regional,7,Snacks & Branded Foods,Adds a subtle kick of chilli to your regular sandwiches and rolls.,84.0
BB-451,Sticky Notes Prompt - 4 Colours,unit,2916.0,657.0,SparkleClean Distributors,7,Cleaning & Household,"Sticky notes prompt has five bright-coloured superior quality paper, with good quality adhesive. Most suitable for page-marking or separation.",45.0
BB-4512,Galaxy Clip Mop - Super White,unit,659.0,144.0,SparkleClean Distributors,7,Cleaning & Household,"Magix Galaxy Clip Mop used for Wet floor cleaning/mopping , Refill Made with special bleached cotton which has super water absorbency capacity & long life. Mop Refill comes with Special in built scrubber to reach corners of house / Rod Comes with a Gripper for Easy to use & Extra Durability.",450.0
BB-4515,Bar - Choco Slim,bar,440.0,130.0,CrunchTime Snacks,7,Snacks & Branded Foods,"Protein Blend, Fiber, Vitamins & Minerals, No Preservatives, 100% Veg, No Added Sugar, For Energy, Fitness & Immunity. A BAR FOR EVERYONE: An indulgent chocolate bar With 20gms of protein and 7gms of fibre and goodness of dark chocolate and nuts in each bar to satisfy the health nut in you. Max Protein Choco Slim Bar is the perfect bar for your active lifestyle with no preservatives with a balance of taste and health and 100% vegetarian and 21 vitamin and minerals SUSTAINED ENERGY: Max Protein Choco Slim Bar is yours go to performance nutrition bar, purposefully crafted with an ideal mix of 3 protein blends of whey protein, soy and casein with a mix of dark chocolate and nuts to sustain 4hrs of energy for your active lifestyle and keep you power-packed WHOLESOME INGREDIENTS FOR A WHOLESOME EXPERIENCE: A bar that satiates your hunger and sweet tooth cravings and keeps you going with 4 hrs of sustained energy. We aim to keep you healthier and provide a healthier option to your food choices with an irresistible combo of nutrition and flavour with a blend of dark chocolate and 21 vitamins and minerals and 7gms of fibre in each bar and tastes refreshing with every bite. DELICIOUS NUTRITION: Satisfy your cravings with a perfect blend of delectable dark and goodness of 21 vitamin and minerals to satiate your taste buds, curb the hunger and give you energy for 4hrs. YOUR ENERGY BUDDY: No time for breakfast before the video call? Need something energy boost for the grocery run? Got that midnight movie craving? Choose the healthier Max Protein bars as your energy and nutrition buddy. Don't skip on your health and weight goals. Have this bar handy for all the time whenever bored or binge eating hits you. MADE IN INDIA: Max Protein is the first brand to launch nutrition & protein bars in India. We have created and nurtured protein bars category in Indian Market.",670.0
BB-4527,Plastic Micro-vent Mix Container - Maroon,unit,236.0,41.0,KitchenCraft Supplies,7,"Kitchen, Garden & Pets","This Plastic Micro-vent Mix Container is a microwaveable with lid and a unique steam vent system. It is easy to store and stack, nestable, food-grade material, and BPA Free. Also, it is available in 3 sizes.",159.0
BB-4536,Mother's Recipe mix-fish-curry 80 g Pouch,unit,1519.0,328.0,Masala King,7,"Foodgrains, Oil & Masala","Mother Recipe Fish Curry Mix is arranged using only the freshest ingredients, fragrant spices & a mothers magical touch. It will offer very delicious and zesty fish curry gravy.",55.0
BB-4544,Natural Set Curd,unit,220.0,105.0,BakeMaster Artisans,7,"Bakery, Cakes & Dairy",Milky Mist Yoghurt Curd is an excellent source of calcium and proteins. This is prepared from higher quality pasteurized toned milk.,209.0
BB-4545,All We Know Baby Nappy Cream,unit,196.0,44.0,LittleOnes Care,7,Baby Care,"MotherCare Baby Nappy Cream is dermatologically tested and hypoallergenic so it is safe for your baby. It cools and soothes any discomfort caused by nappies. Tested by an independent panel of midwives to meet Mothercare's high standards, it gives you peace of mind. This cream contains natural extracts such as olive oil, known as a natural moisturiser and soothing chamomile. It is suitable for use with newborns onwards.",379.0
BB-4555,Organic Dosa Rice,unit,922.0,198.0,Masala King,7,"Foodgrains, Oil & Masala","BB Royal Organic Dosa Rice is a type of rice used especially used to make dosa. It makes crispy, flaky rice flour dosa that has an excellent texture. It tastes delicious with any chutney, sambar or even podi. They are easy on the stomach and easy to digest. It is a good source of energy and protein. It makes a wholesome, healthy and nutritious breakfast rich in fibre that helps control blood sugar level.",299.0
BB-4570,Stainless Steel Water Bottle - Blue BB 505 1,unit,11.0,58.0,KitchenCraft Supplies,1,"Kitchen, Garden & Pets","Carry this versatile and stylish blue bottle whenever you go out. The bottle is made of stainless steel, which is durable and is corrosion resistant. Also, it is lightweight and dishwasher safe. The bottle's sleek design makes it fit anywhere in the backpack. It is ideal for students, travellers and people at the jobs. The wide mouth of the bottle makes it easy filling and prove to be perfect on the go bottle.",450.0
BB-4579,Pet Food - Chicken Jerky,unit,499.0,83.0,HandyHome Products,7,"Kitchen, Garden & Pets","JerHigh Chicken Jerky uses real, low-fat chicken fillet, carefully selected and baked on high heat to dehydrate the meat. In addition to being absolutely scrumptious, it has been thoroughly tested during the production process to ensure safety and sterility so that your dog can be a part of your family for years to come.",525.0
BB-4592,Signature Gold Italian Bergamot & Amber Wood Perfume,unit,1605.0,270.0,SoftTouch Hygiene,7,Beauty & Hygiene,"The World’s # 1 Male Deodorant Axe, presents ‘Axe Signature Gold’ Ultra Premium Perfumes. A range of fine fragrances that are packaged in beautiful and stylish matte glass bottles. Designed by the world’s leading perfumers, each Axe Signature Gold fragrance is specially crafted with some of the world’s most exotic and refined ingredients to bring out what’s unique in you. A bold and masculine, woody fragrance that will captivate those around you. This is a perfume distinguished by its sophisticated and classy notes. At its heart is a smooth combination of rich amber wood & sandalwood with flirtations of freesia, red apple and Italian bergamot. Make every special occasion extra special with Axe Signature Gold Italian Bergamot and Amber Wood Perfume. Spray it on your pulse points, the heat generated by your pulse intensifies the fragrance and amplifies its projection. Add that extra twist to your style. With this perfume, you’ll make an impression that lingers on. Catch attention and arouse curiosity in the moments that count. Rich, mesmerising fragrances in a slick and elegant glass bottle, the Axe Signature Gold range of ultra-premium perfumes is also a perfect gift for your loved ones.Features:, Fine fragrance in a beautifully crafted matte glass bottle., Premium long lasting fragrance crafted with unique exotic ingredients., Key Ingredients: Italian Bergamot & Amber Wood., Bold & masculine, woody fragrance., Safe on the skin.",360.0
BB-4594,M170 Wireless Mouse,unit,253.0,56.0,CleanHome Supplies,7,Cleaning & Household,"Logitech M170 wireless mouse is truly plugged and play. Just insert the receiver into a USB port on your computer and begin using it right away. There is no need to pair the mouse or to download software in order to begin using it. Comfortable and mobile. Reliable 2.4Ghz wireless. Strong, consistent wireless connection from distances up to 10-meters (33-feet) away. With virtually no delays or dropouts, you'll work and play with confidence. Tested to 10 meters, the wireless range may vary slightly based on your computing conditions and environment.",581.0
BB-4602,Masala - Vangibath Powder,unit,395.0,85.0,FarmFresh Pulses,7,"Foodgrains, Oil & Masala",Vangi bath is famous in south India like tawa pulao in Mumbai. Brinjals (egg plant) is cooked to smooth and then seasoned with spice powder called as vangi bath powder. This rice is quick and simple to make as easy as even bachelors can prepare it. It barely takes 10 to 15 mins if you have the white rice cooked already.,107.0
BB-4614,Natural Baby Sunscreen,unit,862.0,189.0,LittleOnes Care,7,Baby Care,"Our Mineral Based Sunscreen is an SPF 50+, water-resistant, toxin-free combination of Titanium Dioxide, Zinc Oxide and 4 powerful oils that protect delicate skin from harmful UV-A & UV-B rays._x000D__x000D__x000D_
SPF 50+, PA++, Water Resistant._x000D__x000D__x000D_
With USDA-Certified Organic Actives._x000D__x000D__x000D_
Clinically Tested for Safety. Hypoallergenic, Mild & Gentle.",474.0
BB-4622,Sandhimitra Arka,unit,443.0,74.0,DermaCare Solutions,7,Beauty & Hygiene,Sandhimitra Arka is an effective formulation that helps get rid of the diseases affecting the joints of the body.,130.0
BB-4624,"Hand Wash - Naturals, Sea Mineral",unit,310.0,52.0,PureSkin Essentials,7,Beauty & Hygiene,"Palmolive Naturals Hand Wash, with the natural goodness of Sea Minerals, deep cleans your hands every time you wash them. Containing Sea Salt of 100% natural origin, the liquid handwash is effective yet gentle on your hands. It also contains anti-germ agent that removes 99.9% of germs and provides long lasting protection. The special formula of this handwash pampers your hands with every wash and delights your senses with its unique fragrance.",89.0
BB-4633,Blush & Glow Kiwi Freshness Gel Face Wash With Kiwi Extracts,unit,508.0,84.0,DermaCare Solutions,7,Beauty & Hygiene,"Use the Lakme Blush and Glow Strawberry Gel Face Wash to give your skin a gorgeous strawberry-kissed glow, every day. This refreshing gel face wash packs a fruity delight that helps in washing impurities. Imagine a fruity splash of delight every time you washed your face that’s exactly how refreshing this feels. Enriched with the goodness of rich strawberry extracts. The face wash has fruit anti-oxidants and beads that cleanse your skin washing away dirt and other impurities.For the best results, follow this simple Blush & Glow regime every day for a fruit-kissed glow every day. The beautiful texture & fragrance will make you fall in love instantly.Lakme has a vast product range specially crafted by experts for the Indian skin. The brand has also been redefining fashion in India for over 15 years with Lakme Fashion Week, India’s premier fashion event. Allergies: In the unlikely event of skin irritation, stop using and consult a doctor immediately. Warning: Avoid contact with eyes. Wash your eyes thoroughly with clean water in case of contact.",110.4
BB-464,Crunchy Honey Peanut Butter,unit,155.0,299.0,Munchies Mart,1,Snacks & Branded Foods,"Veeba Honey Peanut Butter is loaded with the goodness of peanuts, the natural sweetness of honey and nothing else. This nut butter is full of protein and fiber, for a power-packed day. Each serving of the Peanut Butter contains 25% protein. It contains no added preservatives.
Note: Some liquid may separate at the top of the container. It does not affect the product's taste and quality. Mix the contents to bring it back to its original consistency.",154.56
BB-4640,Hub Woman Eau De Toilette Deodorant,unit,1469.0,245.0,SoftTouch Hygiene,7,Beauty & Hygiene,"A brand inspired by the Greek goddess of victory, it personifies strength, speed and energy and it launched its first perfume in 1929. Since then, a wide assortment of fragrance collections has hit the marketplace with refreshing, and eye-catching proposals that capture the essence and lifestyle of today´s man and woman.",209.25
BB-4641,Apple Drink,unit,136.0,42.0,Exotic Ingredients Co.,7,Gourmet & World Food,"Ala Fresh Apple Fruit Drink is a refreshing fruit drink from the land of beverages, Thailand. At a very affordable price, it delivers instant refreshment and is a very good option for parties and give-aways as well as for self hydration.",10.0
BB-4645,Broad Beans - Diced,unit,44.0,30.0,GreenHarvest Produce,7,Fruits & Vegetables,"Fresh broad beans have a delicious earthy flavour that fits well with winter cooking. They have kidney shaped curves that are tender and generally consumed with the pods. We deliver them fresh and diced, making your preparations less messy and much easy.",33.0
BB-465,Non-Stick 4 Cavities Uttapam Tawa - Black,unit,1311.0,216.0,Modern Kitchen Co.,7,"Kitchen, Garden & Pets",This product has been beautifully designed to add grace to your kitchen experience. It is low-calorie cookware for good health and has an internally reinforced 2 coat technology. The superior quality non-stick coating and bakelite handles for easy use. The grooved bottom for even distribution of heat. It has 4 cavities for big-size uttapam. The PTFE coating ensures that it is 100% non-toxic.,429.0
BB-4655,Argan-Liquid Gold Hair Spa,unit,3867.0,662.0,Glamour Care Distributors,7,Beauty & Hygiene,"Our beautifully crafted Hair Spa Collection promises to be the perfect solution for nourishing and rejuvenating your tresses. Made with Argan Oil it revives moisture in the dull dry hair, reduces frizz, smooths unmanageable locks of curly hair, deeply nurtures hair shafts & follicles to prevent hair fall, repair split ends and strengthens the roots!Revitalising Hair Oil - The luxurious fusion of Moroccan Argan Oil, Sesame Oil, Olive Oil, Lavender and Geranium provides intense nutrition to revitalize dry and damaged hair.Follikare Wash - Precious blend of Moroccan Argan Oil, Hibiscus, and Ylang Ylang nudges away sebum to strengthen the hair follicles and improve hair growth.Follikare Deep Conditioning Mask - Perfect balance of Moroccan Argan Oil, Patchouli and Shea Butter restores hairs natural luster and provide deep nourishment to brittle, weak and frizzy locks.Restorative Nourishing Tonic - Exotic elixir of Moroccan Argan Oil, Chamomile, Watercress and Sage Extracts strengthens the root to prevent hair fall, enhance the volume and silken the texture of hair.Satin Feel Leave-On - Potent serum of Moroccan Argan Oil and Vitamin E repairs damaged hair strands, while moisturises and smoothens unmanageable dry frizzy hair.Argan - Liquid Gold - Aroma Treasures brings to you an exclusive Hair Spa Collection enriched with Argan Oil extracted from the kernels of Moroccos Argan tree.",199.5
BB-4665,20g Whey Protein Bar - Chocolate Cranberry,bar,124.0,35.0,Chef's Basket Supplies,7,Gourmet & World Food,"SIRA brings you the Gooddiet Protein Bars. Each 65g bar gives you essential 20g protein which you need to complete the sport session of yours. The bar is rich in fibres and essential carbs, that makes it the complete workout solution. Each bar contains premium quality USDA certified whey protein isolate, milk protein, berries/nuts, almond butter and honey. The bar has no added preservatives and has no refined sugar.",345.0
BB-4673,Sparkle,unit,137.0,30.0,HygieneFirst Supplies,7,Cleaning & Household,"100% Natural cleanser to clean and polish Metalware (Copper, Brass and Silver).",60.0
BB-4686,Pure Mint Soap,bar,1132.0,198.0,DermaCare Solutions,7,Beauty & Hygiene,Mint soap is a powerful skin friendly herb which has antiseptic effects. Peppermint incorporated in mild excessive soap base take out heat from the skin while keeping it cool even after a refreshing shower.,66.5
BB-4700,Dark Chocolate Cranberry With Cashews,unit,267.0,84.0,FineFoods Distributors,7,Gourmet & World Food,"Mojo thins are a mindful way to snack on delectable dark chocolate paired with real, simple ingredients for a sinful experience. Dark Chocolate is known for its several health benefits and is known to be a powerhouse of nutrition, reduces the risk of heart disease, and improves brain function. It is rich in antioxidants and flavonoids.",250.0
BB-4701,Mixing Bowl,unit,4050.0,667.0,KitchenCraft Supplies,7,"Kitchen, Garden & Pets","Treat your guests with yummy salads, desserts etc. by preparing them in this clear transparent glass bowl. It can be used for mixing, marinating etc. Complements any dinnerware pattern, it is the ideal addition to your kitchen. Every borosil microwavable product that you buy is made of borosilicate glass and is guaranteed to withstand temperatures of up to 300-degree celsius.Benefits: Mixing bowls are an essential need in every kitchen. These bowls are useful in so many ways. Whether it is stirring ingredients, storing leftovers, measuring ingredients before using them, serving salad or another dish, or marinating food items for the grill, these bowls are multipurpose and versatile.",509.0
BB-4707,Organic - Black Rice/Akki,unit,1230.0,271.0,OilTrade AP,7,"Foodgrains, Oil & Masala","Black rice (also known as longevity rice and purple rice) is a range of rice types of the species Oryza sativa L. The bran hull (outermost layer) of black rice contains one of the highest levels of anthocyanin antioxidants found in food. The grain has a similar amount of fiber to brown rice and, like brown rice, has a mild, nutty taste.
In China, black rice is claimed to be good for the kidney, stomach, and liver. Black rice has a deep black color and usually turns deep purple when cooked. Its dark purple color is primarily due to its anthocyanin content, which is higher by weight than that of other colored grains. It is suitable for making porridge, dessert, traditional Chinese black rice cake, bread, and noodles.",125.0
